,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,OrderTime,OrderNum,Mkt,Account,Config
141,000001.SZSE,1,0,100,100,AllMatched,9.8859405,2016-01-27 00:00:00,141,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
142,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-27 00:00:00,142,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
143,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-27 00:00:00,143,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
144,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-27 00:00:00,144,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
145,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-28 00:00:00,145,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
146,000001.SZSE,0,0,100,100,AllMatched,9.6841555,2016-01-28 00:00:00,146,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
147,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-28 00:00:00,147,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
148,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-28 00:00:00,148,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
149,000001.SZSE,1,0,100,100,AllMatched,9.6958455,2016-01-28 00:00:00,149,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
150,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-28 00:00:00,150,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
151,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-28 00:00:00,151,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
152,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-28 00:00:00,152,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
153,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-29 00:00:00,153,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
154,000001.SZSE,0,0,100,100,AllMatched,9.9940005,2016-01-29 00:00:00,154,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
155,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-29 00:00:00,155,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
156,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-29 00:00:00,156,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
157,000001.SZSE,1,0,100,100,AllMatched,10.0060005,2016-01-29 00:00:00,157,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
158,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-29 00:00:00,158,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
159,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-29 00:00:00,159,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
160,000001.SZSE,1,0,100,0,NotMatched,0,2016-01-29 00:00:00,160,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
161,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-02-01 00:00:00,161,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
162,000001.SZSE,0,0,100,100,AllMatched,9.7941005,2016-02-01 00:00:00,162,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
163,000001.SZSE,1,100,100,0,NotMatched,0,2016-02-01 00:00:00,163,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
164,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-02-01 00:00:00,164,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
165,000001.SZSE,1,0,100,100,AllMatched,9.8059005,2016-02-01 00:00:00,165,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
166,000001.SZSE,1,0,6000,0,NotMatched,0,2016-02-01 00:00:00,166,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
167,000001.SZSE,1,0,100,0,NotMatched,0,2016-02-01 00:00:00,167,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
168,000001.SZSE,1,0,100,0,NotMatched,0,2016-02-01 00:00:00,168,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
