,MatchingTime,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,MatchingVol,OrderTime,OrderNum,CloseProfit,Mkt,Account,Config
1,2016-01-04 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.3366655,100,2016-01-04 00:00:00,1,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
2,2016-01-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.4067005,100,2016-01-05 00:00:00,2,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
3,2016-01-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.5367655,100,2016-01-06 00:00:00,3,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
4,2016-01-07 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.9464705,100,2016-01-07 00:00:00,4,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
5,2016-01-08 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.1265605,100,2016-01-08 00:00:00,5,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
6,2016-01-11 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7663805,100,2016-01-11 00:00:00,6,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
7,2016-01-12 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.8164055,100,2016-01-12 00:00:00,7,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
8,2016-01-13 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7163555,100,2016-01-13 00:00:00,8,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
9,2016-01-14 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7763855,100,2016-01-14 00:00:00,9,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
10,2016-01-15 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.4662305,100,2016-01-15 00:00:00,10,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
11,2016-01-18 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.4162055,100,2016-01-18 00:00:00,11,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
12,2016-01-19 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7163555,100,2016-01-19 00:00:00,12,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
13,2016-01-20 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5462705,100,2016-01-20 00:00:00,13,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
14,2016-01-21 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3261605,100,2016-01-21 00:00:00,14,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
